timestep,episode,mean_reward
900,67,-0.0598
1800,148,-0.0419
2700,224,-0.0314
3600,302,-0.0115
4500,373,-0.0358
5400,446,0.0038
6300,520,0.0119
7200,592,0.0095
8100,654,0.0551
9000,713,0.0530
9900,763,0.0549
10800,824,0.0650
11700,880,0.0998
12600,932,0.0884
13500,975,0.1293
